,No,B.Mudurluk,I.Mudurluk,I.Seflik,Il,Ilce,Day,Month,Year,Time,AnaNeden,TaliNeden,YananOrtu,YananTepe,YananAlan,Sicaklik,Dogu,Kuzey,Lon,Lat
3582,3582,BOLU,MUDURNU,TASKESTI,Bolu,Mudurnu,25,8,2015,11:00,Mechul,Mechul,0,0,0,0,30 56 39,40 30 56,30.94416667,40.51555556
3583,3583,BOLU,MUDURNU,TASKESTI,Bolu,Mudurnu,13,7,2017,09:30,Mechul,Mechul,0.8,0,0.8,0,31 03 24,40 51 21,31.05666667,40.85583333
3584,3584,BOLU,MUDURNU,VAKIFAKTAS,Bolu,Mudurnu,8,10,2013,16:50,Mechul,Mechul,0.7,0,0.7,25,31 20 36,40 25 07,31.34333333,40.41861111
3585,3585,BOLU,MUDURNU,VAKIFAKTAS,Bolu,Mudurnu,15,1,2014,15:50,Mechul,Mechul,1.5,0,1.5,0,31 19 59,40 24 59,31.33305556,40.41638889
3586,3586,BOLU,MUDURNU,VAKIFAKTAS,Bolu,Mudurnu,2,8,2016,12:57,Mechul,Mechul,0.1,0,0.1,32,31 19 40,40 22 16,31.32777778,40.37111111
3587,3587,BOLU,MUDURNU,YURSE,Bolu,Mudurnu,16,8,2013,15:00,Mechul,Mechul,3.5,3.5,7,33,30 55 36,40 34 49,30.92666667,40.58027778
3588,3588,BOLU,MUDURNU,YURSE,Bolu,Mudurnu,9,4,2016,13:15,Dogal Yildirim,Dogal/Yildirim,0.8,0,0.8,33,30 54 55,40 36 27,30.91527778,40.6075
3589,3589,BOLU,MUDURNU,YURSE,Bolu,Mudurnu,16,9,2017,14:05,Mechul,Mechul,1,0,1,37,30 54 36,40 37 27,30.91,40.62416667
3590,3590,BOLU,SEBEN,KAVAKLIDAG,Bolu,Seben,11,9,2015,11:30,Ihmal Dikkatsizlik,Sigara,0,20,20,35,31 38 01,40 29 13,31.63361111,40.48694444
3591,3591,BOLU,SEBEN,KAVAKLIDAG,Bolu,Seben,6,10,2015,11:00,Dogal Yildirim,Dogal/Yildirim,0.01,0,0.01,27,31 38 05,40 28 54,31.63472222,40.48166667
3592,3592,BOLU,SEBEN,KAVAKLIDAG,Bolu,Seben,6,10,2015,11:00,Dogal Yildirim,Dogal/Yildirim,0,0,0,25,31 33 12,40 28 14,31.55333333,40.47055556
3593,3593,BOLU,SEBEN,SEBEN,Bolu,Seben,21,8,2015,11:30,Mechul,Mechul,0.08,0,0.08,36,31 30 59,40 26 33,31.51638889,40.4425
3594,3594,BOLU,SEBEN,SEBEN,Bolu,Seben,4,7,2016,14:10,Mechul,Mechul,0.05,0,0.05,28,31 42 47,40 40 34,31.71305556,40.67611111
3595,3595,BOLU,SEBEN,SEBEN,Bolu,Seben,7,7,2016,16:15,Dogal Yildirim,Dogal/Yildirim,0.01,0,0.01,24,31 59 09,40 28 16,31.98583333,40.47111111
3596,3596,BOLU,SEBEN,SEBEN,Bolu,Seben,7,8,2016,12:20,Dogal Yildirim,Dogal/Yildirim,0.01,0,0.01,28,31 36 39,40 17 48,31.61083333,40.29666667
3597,3597,BOLU,YIGILCA,BOGABELI,Duzce,Yigilca,15,1,2014,03:00,Ihmal Dikkatsizlik,Copluk,0.53,0,0.53,1,31 28 19,40 50 13,31.47194444,40.83694444
3598,3598,BOLU,YIGILCA,KARADERE,Duzce,Yigilca,2,9,2016,13:26,Ihmal Dikkatsizlik,Aniz,2.1,0,2.1,28,31 25 49,40 55 07,31.43027778,40.91861111
3599,3599,BOLU,YIGILCA,KARAKAS,Duzce,Yigilca,28,7,2013,14:30,Mechul,Mechul,0.3,0,0.3,27,31 35 28,40 50 35,31.59111111,40.84305556
3600,3600,BOLU,YIGILCA,KARAKAS,Duzce,Yigilca,20,1,2014,18:15,Mechul,Mechul,0.1,0,0.1,27,31 29 28,40 00 13,31.49111111,40.00361111
3601,3601,BOLU,YIGILCA,KARAKAS,Duzce,Yigilca,23,8,2014,13:00,Ihmal Dikkatsizlik,Aniz,0.15,0,0.15,25,31 37 05,40 59 19,31.61805556,40.98861111
3602,3602,BOLU,YIGILCA,KARAKAS,Duzce,Yigilca,21,11,2015,16:00,Ihmal Dikkatsizlik,Aniz,0.4,0,0.4,16,31 31 40,40 59 53,31.52777778,40.99805556
3603,3603,BOLU,YIGILCA,MELENDERE,Duzce,Yigilca,25,11,2013,01:00,Ihmal Dikkatsizlik,Aniz,0.7,0,0.7,27,31 23 32,40 58 59,31.39222222,40.98305556
3604,3604,BOLU,YIGILCA,MELENDERE,Duzce,Yigilca,21,11,2015,11:00,Ihmal Dikkatsizlik,Aniz,1.05,0,1.05,18,31 22 58,40 57 46,31.38277778,40.96277778
3605,3605,BOLU,YIGILCA,MELENDERE,Duzce,Yigilca,4,8,2016,15:10,Ihmal Dikkatsizlik,Aniz,0.1,0,0.1,32,31 19 32,40 56 05,31.32555556,40.93472222
3606,3606,BURSA,BILECIK,BILECIK,Bilecik,Merkez,21,5,2013,14:00,Dogal Yildirim,Dogal/Yildirim,0,0.1,0.1,0,30 03 08,40 15 59,30.05222222,40.26638889
3607,3607,BURSA,BILECIK,BILECIK,Bilecik,Merkez,5,6,2013,16:00,Dogal Yildirim,Dogal/Yildirim,0,1,1,29,29 59 30,40 12 59,29.99166667,40.21638889
3608,3608,BURSA,BILECIK,BILECIK,Bilecik,Merkez,24,7,2013,15:30,Dogal Yildirim,Dogal/Yildirim,2,0,2,34,29 53 16,40 17 19,29.88777778,40.28861111
3609,3609,BURSA,BILECIK,BILECIK,Bilecik,Merkez,4,8,2013,13:30,Mechul,Mechul,0.01,0,0.01,36,30 01 24,40 17 18,30.02333333,40.28833333
3610,3610,BURSA,BILECIK,BILECIK,Bilecik,Merkez,25,8,2013,14:25,Ihmal Dikkatsizlik,Aniz,0.5,1.5,2,0,30 03 38,40 16 26,30.06055556,40.27388889
3611,3611,BURSA,BILECIK,BILECIK,Bilecik,Merkez,12,9,2013,17:00,Mechul,Mechul,0.5,0,0.5,31,29 52 55,40 13 03,29.88194444,40.2175
3612,3612,BURSA,BILECIK,BILECIK,Bilecik,Merkez,26,9,2013,13:40,Mechul,Mechul,0.5,0,0.5,22,29 47 17,40 07 57,29.78805556,40.1325
3613,3613,BURSA,BILECIK,BILECIK,Bilecik,Merkez,23,3,2014,11:50,Mechul,Mechul,0,6,6,22,30 08 59,40 09 13,30.14972222,40.15361111
3614,3614,BURSA,BILECIK,BILECIK,Bilecik,Merkez,10,4,2014,14:00,Ihmal Dikkatsizlik,Aniz,1,0,1,0,30 04 08,40 09 45,30.06888889,40.1625
3615,3615,BURSA,BILECIK,BILECIK,Bilecik,Merkez,7,5,2015,18:05,Dogal Yildirim,Dogal/Yildirim,0.02,0,0.02,25,30 05 28,40 07 00,30.09111111,40.11666667
3616,3616,BURSA,BILECIK,BILECIK,Bilecik,Merkez,20,4,2016,16:01,Ihmal Dikkatsizlik,Piknik Atesi,0.03,0,0.03,29,29 59 09,40 08 10,29.98583333,40.13611111
3617,3617,BURSA,BILECIK,BILECIK,Bilecik,Merkez,22,8,2016,14:09,Mechul,Mechul,3,0,3,32,30 04 27,40 02 48,30.07416667,40.04666667
3618,3618,BURSA,BILECIK,BOZUYUK,Bilecik,Bozuyuk,6,7,2013,15:00,Ihmal Dikkatsizlik,Aniz,0.1,0,0.1,34,29 56 36,39 55 15,29.94333333,39.92083333
3619,3619,BURSA,BILECIK,BOZUYUK,Bilecik,Bozuyuk,12,9,2013,14:50,Ihmal Dikkatsizlik,Aniz,0,1,1,0,29 57 47,39 53 26,29.96305556,39.89055556
3620,3620,BURSA,BILECIK,BOZUYUK,Bilecik,Bozuyuk,12,7,2014,10:40,Mechul,Mechul,1,0,1,30,30 06 34,39 53 54,30.10944444,39.89833333
3621,3621,BURSA,BILECIK,BOZUYUK,Bilecik,Bozuyuk,20,7,2016,18:00,Mechul,Mechul,0.1,0,0.1,23,30 05 51,39 52 32,30.0975,39.87555556
3622,3622,BURSA,BILECIK,BOZUYUK,Bilecik,Bozuyuk,24,7,2016,09:10,Mechul,Mechul,0.1,0,0.1,20,29 00 00,40 07 13,29,40.12027778
3623,3623,BURSA,BILECIK,BOZUYUK,Bilecik,Bozuyuk,22,10,2016,16:10,Ihmal Dikkatsizlik,Aniz,0,2.5,2.5,20,30 11 09,39 53 43,30.18583333,39.89527778
3624,3624,BURSA,BILECIK,DODURGA,Bilecik,Bozuyuk,30,6,2013,14:30,Dogal Yildirim,Dogal/Yildirim,0.5,0,0.5,33,29 44 36,39 46 34,29.74333333,39.77611111
3625,3625,BURSA,BILECIK,DODURGA,Bilecik,Bozuyuk,14,9,2013,16:05,Mechul,Mechul,0.5,0,0.5,27,29 49 13,39 43 38,29.82027778,39.72722222
3626,3626,BURSA,BILECIK,DODURGA,Bilecik,Bozuyuk,5,11,2013,14:30,Mechul,Aniz,0.2,0,0.2,18,29 59 35,39 50 30,29.99305556,39.84166667
3627,3627,BURSA,BILECIK,DODURGA,Bilecik,Bozuyuk,24,8,2017,16:50,Dogal Yildirim,Dogal/Yildirim,0.03,0,0.03,19,29 44 40,39 46 48,29.74444444,39.78
3628,3628,BURSA,BILECIK,DODURGA,Bilecik,Bozuyuk,1,9,2017,13:00,Mechul,Mechul,1.5,1,2.5,35,29 45 59,39 45 16,29.76638889,39.75444444
3629,3629,BURSA,BILECIK,DODURGA,Bilecik,Bozuyuk,11,9,2017,15:00,Mechul,Mechul,30,90,120,36,29 44 12,39 50 18,29.73666667,39.83833333
3630,3630,BURSA,BILECIK,EDEBALI,Bilecik,Merkez,6,8,2015,12:50,Mechul,Dogal/Yildirim,0.05,0,0.05,26,29 58 09,40 12 52,29.96916667,40.21444444
3631,3631,BURSA,BILECIK,EDEBALI,Bilecik,Merkez,28,3,2017,14:53,Mechul,Mechul,2,0,2,22,29 56 59,40 16 45,29.94972222,40.27916667
3632,3632,BURSA,BILECIK,EDEBALI,Bilecik,Merkez,29,3,2017,15:20,Ihmal Dikkatsizlik,Aniz,2,0,2,21,29 51 28,40 14 08,29.85777778,40.23555556
3633,3633,BURSA,BILECIK,EDEBALI,Bilecik,Merkez,6,9,2017,00:30,Ihmal Dikkatsizlik,Coban Atesi,0.1,0,0.1,15,30 01 51,40 14 27,30.03083333,40.24083333
3634,3634,BURSA,BILECIK,EDEBALI,Bilecik,Merkez,20,9,2017,16:00,Ihmal Dikkatsizlik,Aniz,0.4,0,0.4,37,29 54 28,40 16 18,29.90777778,40.27166667
3635,3635,BURSA,BILECIK,GOLPAZARI,Bilecik,Golpazari,30,7,2013,14:50,Ihmal Dikkatsizlik,Aniz,0,2.5,2.5,36,30 11 32,40 17 10,30.19222222,40.28611111
3636,3636,BURSA,BILECIK,GOLPAZARI,Bilecik,Golpazari,9,10,2013,15:30,Mechul,Mechul,0.5,0,0.5,23,30 18 26,40 22 29,30.30722222,40.37472222
3637,3637,BURSA,BILECIK,GOLPAZARI,Bilecik,Golpazari,19,2,2014,12:30,Mechul,Mechul,0.5,0,0.5,20,30 27 05,40 19 55,30.45138889,40.33194444
3638,3638,BURSA,BILECIK,GOLPAZARI,Bilecik,Golpazari,23,8,2014,12:10,Ihmal Dikkatsizlik,Aniz,0.01,0,0.01,36,30 25 19,40 18 32,30.42194444,40.30888889
3639,3639,BURSA,BILECIK,GOLPAZARI,Bilecik,Golpazari,23,6,2016,18:30,Mechul,Mechul,0.1,0,0.1,31,30 09 47,40 14 32,30.16305556,40.24222222
3640,3640,BURSA,BILECIK,HARMANKAYA,Bilecik,Golpazari,11,7,2013,12:15,Mechul,Mechul,0.5,0,0.5,33,30 19 01,40 08 18,30.31694444,40.13833333
3641,3641,BURSA,BILECIK,HARMANKAYA,Bilecik,Yenipazar,29,9,2013,14:30,Ihmal Dikkatsizlik,Aniz,0.1,0,0.1,30,30 35 19,40 09 45,30.58861111,40.1625
3642,3642,BURSA,BILECIK,HARMANKAYA,Bilecik,Yenipazar,14,8,2014,15:00,Mechul,Mechul,2,0,2,0,30 22 28,40 10 45,30.37444444,40.17916667
3643,3643,BURSA,BILECIK,HARMANKAYA,Bilecik,Inhisar,7,8,2016,14:00,Dogal Yildirim,Dogal/Yildirim,1.5,0,1.5,36,30 24 23,40 08 40,30.40638889,40.14444444
3644,3644,BURSA,BILECIK,HARMANKAYA,Bilecik,Yenipazar,19,8,2016,14:22,Mechul,Mechul,0,1,1,33,30 36 57,40 10 53,30.61583333,40.18138889
3645,3645,BURSA,BILECIK,HARMANKAYA,Bilecik,Golpazari,19,9,2016,13:25,Ihmal Dikkatsizlik,Aniz,12,0.7,12.7,32,30 21 36,40 14 38,30.36,40.24388889
3646,3646,BURSA,BILECIK,HARMANKAYA,Bilecik,Golpazari,3,10,2016,12:00,Ihmal Dikkatsizlik,Aniz,0,5,5,27,30 29 27,40 13 00,30.49083333,40.21666667
3647,3647,BURSA,BILECIK,HARMANKAYA,Bilecik,Inhisar,4,9,2017,05:47,Mechul,Mechul,1,0,1,13,30 25 09,40 07 53,30.41916667,40.13138889
3648,3648,BURSA,BILECIK,MURATDERE,Bilecik,Bozuyuk,11,9,2017,15:00,Mechul,Mechul,20,80,100,36,29 45 36,39 50 27,29.76,39.84083333
3649,3649,BURSA,BILECIK,OSMANELI,Bilecik,Osmaneli,12,6,2013,16:50,Dogal Yildirim,Dogal/Yildirim,0.01,0,0.01,0,29 54 14,40 21 05,29.90388889,40.35138889
3650,3650,BURSA,BILECIK,OSMANELI,Bilecik,Osmaneli,29,6,2013,16:00,Dogal Yildirim,Dogal/Yildirim,1,0,1,32,30 08 59,40 10 37,30.14972222,40.17694444
3651,3651,BURSA,BILECIK,OSMANELI,Bilecik,Osmaneli,21,7,2013,14:15,Mechul,Mechul,0,144.8,144.8,38,30 07 47,40 20 13,30.12972222,40.33694444
3652,3652,BURSA,BILECIK,OSMANELI,Bilecik,Osmaneli,28,7,2013,10:58,Mechul,Mechul,0,0.2,0.2,36,29 56 01,40 25 18,29.93361111,40.42166667
3653,3653,BURSA,BILECIK,OSMANELI,Bilecik,Osmaneli,13,2,2014,12:25,Ihmal Dikkatsizlik,Coban Atesi,0.2,0,0.2,0,29 55 40,40 30 54,29.92777778,40.515
3654,3654,BURSA,BILECIK,OSMANELI,Bilecik,Osmaneli,25,4,2014,13:40,Dogal Yildirim,Dogal/Yildirim,0.3,0,0.3,25,30 06 28,40 20 38,30.10777778,40.34388889
3655,3655,BURSA,BILECIK,OSMANELI,Bilecik,Osmaneli,10,7,2014,14:20,Mechul,Mechul,0.1,0.05,0.15,35,29 57 05,40 23 29,29.95138889,40.39138889
3656,3656,BURSA,BILECIK,OSMANELI,Bilecik,Osmaneli,15,7,2014,16:30,Dogal Yildirim,Dogal/Yildirim,0.02,0,0.02,28,29 55 12,40 36 10,29.92,40.60277778
3657,3657,BURSA,BILECIK,OSMANELI,Bilecik,Osmaneli,17,7,2014,18:55,Dogal Yildirim,Dogal/Yildirim,0.06,0,0.06,28,29 56 28,40 19 00,29.94111111,40.31666667
3658,3658,BURSA,BILECIK,OSMANELI,Bilecik,Osmaneli,11,8,2014,18:20,Kaza,Elektrik,1.5,0.3,1.8,32,30 02 47,40 18 15,30.04638889,40.30416667
3659,3659,BURSA,BILECIK,OSMANELI,Bilecik,Osmaneli,8,8,2015,14:10,Mechul,Mechul,0.4,0.7,1.1,35,29 59 01,40 25 26,29.98361111,40.42388889
3660,3660,BURSA,BILECIK,OSMANELI,Bilecik,Osmaneli,31,7,2016,16:10,Mechul,Mechul,6,5,11,34,29 50 00,40 21 41,29.83333333,40.36138889
3661,3661,BURSA,BILECIK,OSMANELI,Bilecik,Osmaneli,25,8,2017,15:10,Mechul,Mechul,0.4,0,0.4,0,30 02 24,40 21 59,30.04,40.36638889
3662,3662,BURSA,BILECIK,PAZARYERI,Bilecik,Pazaryeri,17,4,2014,14:45,Ihmal Dikkatsizlik,Coban Atesi,0.2,0,0.2,18,29 52 17,40 05 57,29.87138889,40.09916667
3663,3663,BURSA,BILECIK,PAZARYERI,Bilecik,Pazaryeri,20,11,2016,19:00,Mechul,Mechul,3.8,0,3.8,0,29 45 28,39 58 44,29.75777778,39.97888889
3664,3664,BURSA,BILECIK,PAZARYERI,Bilecik,Pazaryeri,21,9,2017,10:48,Mechul,Mechul,0,0.5,0.5,23,29 59 28,40 00 48,29.99111111,40.01333333
3665,3665,BURSA,BILECIK,SOGUT,Bilecik,Sogut,6,8,2013,15:20,Ihmal Dikkatsizlik,Coban Atesi,0,77.5,77.5,33,30 11 40,40 08 48,30.19444444,40.14666667
3666,3666,BURSA,BILECIK,SOGUT,Bilecik,Sogut,4,8,2014,20:15,Dogal Yildirim,Dogal/Yildirim,0.01,0,0.01,35,30 12 20,40 07 45,30.20555556,40.12916667
3667,3667,BURSA,BILECIK,SOGUT,Bilecik,Sogut,5,8,2014,14:35,Dogal Yildirim,Dogal/Yildirim,0.1,0,0.1,35,30 30 09,40 03 34,30.5025,40.05944444
3668,3668,BURSA,BILECIK,SOGUT,Bilecik,Sogut,9,8,2015,16:20,Dogal Yildirim,Dogal/Yildirim,0.8,0,0.8,35,30 20 55,40 06 35,30.34861111,40.10972222
3669,3669,BURSA,BILECIK,SOGUT,Bilecik,Sogut,3,9,2016,16:20,Mechul,Mechul,0.07,0,0.07,35,30 13 40,39 55 07,30.22777778,39.91861111
3670,3670,BURSA,BURSA,BURSA,Bursa,Osmangazi,23,7,2013,15:10,Mechul,Mechul,0.5,0,0.5,32,29 02 34,40 10 56,29.04277778,40.18222222
3671,3671,BURSA,BURSA,BURSA,Bursa,Yildirim,14,8,2013,08:40,Kasit,Diger,0.01,0,0.01,0,29 05 40,40 09 53,29.09444444,40.16472222
3672,3672,BURSA,BURSA,BURSA,Bursa,Osmangazi,29,9,2013,15:00,Ihmal Dikkatsizlik,Piknik Atesi,0.6,0,0.6,0,28 58 40,40 10 01,28.97777778,40.16694444
3673,3673,BURSA,BURSA,BURSA,Bursa,Osmangazi,3,11,2013,17:00,Ihmal Dikkatsizlik,Aniz,95,0,95,22,29 05 40,40 08 29,29.09444444,40.14138889
3674,3674,BURSA,BURSA,BURSA,Bursa,Osmangazi,6,11,2013,23:40,Mechul,Mechul,5,0,5,23,29 01 24,40 08 56,29.02333333,40.14888889
3675,3675,BURSA,BURSA,BURSA,Bursa,Osmangazi,21,1,2014,03:15,Kaza,Elektrik,0.5,0,0.5,16,28 58 40,40 09 10,28.97777778,40.15277778
3676,3676,BURSA,BURSA,BURSA,Bursa,Orhangazi,20,2,2014,12:20,Mechul,Mechul,1,0,1,0,28 59 22,40 06 38,28.98944444,40.11055556
3677,3677,BURSA,BURSA,BURSA,Bursa,Merkez,23,7,2014,06:05,Mechul,Mechul,0.01,0,0.01,23,29 01 40,40 11 23,29.02777778,40.18972222
3678,3678,BURSA,BURSA,BURSA,Bursa,Osmangazi,1,2,2015,03:30,Kaza,Elektrik,0.2,0,0.2,11,28 58 41,40 09 53,28.97805556,40.16472222
3679,3679,BURSA,BURSA,BURSA,Bursa,Yildirim,19,8,2015,22:00,Ihmal Dikkatsizlik,Piknik Atesi,0.03,0,0.03,27,29 04 51,40 09 59,29.08083333,40.16638889
3680,3680,BURSA,BURSA,BURSA,Bursa,Osmangazi,19,2,2017,17:05,Ihmal Dikkatsizlik,Piknik Atesi,0.05,0,0.05,14,29 03 58,40 10 07,29.06611111,40.16861111
3681,3681,BURSA,BURSA,BURSA,Bursa,Osmangazi,24,2,2017,12:45,Mechul,Mechul,0.5,0,0.5,19,28 58 59,40 06 22,28.98305556,40.10611111
3682,3682,BURSA,BURSA,BURSA,Bursa,Kestel,14,9,2017,20:30,Ihmal Dikkatsizlik,Copluk,0.02,0,0.02,15,29 01 59,40 11 15,29.03305556,40.1875
3683,3683,BURSA,BURSA,CALI,Bursa,Nilufer,7,7,2013,15:00,Ihmal Dikkatsizlik,Piknik Atesi,0.1,0,0.1,28,28 57 36,40 06 26,28.96,40.10722222
3684,3684,BURSA,BURSA,CALI,Bursa,Nilufer,19,7,2013,13:35,Mechul,Mechul,0,1.5,1.5,0,28 47 41,40 12 11,28.79472222,40.20305556
3685,3685,BURSA,BURSA,CALI,Bursa,Iznik,8,9,2013,14:30,Ihmal Dikkatsizlik,Aniz,0.46,0,0.46,0,28 46 36,40 09 15,28.77666667,40.15416667
3686,3686,BURSA,BURSA,CALI,Bursa,Nilufer,8,4,2014,21:50,Mechul,Mechul,0.01,0,0.01,7,28 59 41,40 11 04,28.99472222,40.18444444
3687,3687,BURSA,BURSA,CALI,Bursa,Nilufer,12,8,2015,12:30,Ihmal Dikkatsizlik,Aniz,0,23,23,25,28 41 47,40 12 52,28.69638889,40.21444444
3688,3688,BURSA,BURSA,CALI,Bursa,Nilufer,17,8,2015,17:00,Mechul,Mechul,1.4,0,1.4,30,28 57 13,40 06 35,28.95361111,40.10972222
3689,3689,BURSA,BURSA,CALI,Bursa,Nilufer,6,9,2015,21:50,Mechul,Mechul,0.01,0,0.01,28,28 50 09,40 11 05,28.83583333,40.18472222
3690,3690,BURSA,BURSA,CALI,Bursa,Nilufer,22,7,2016,14:40,Mechul,Mechul,0,0.9,0.9,31,28 56 57,40 10 56,28.94916667,40.18222222
3691,3691,BURSA,BURSA,CALI,Bursa,Nilufer,4,9,2016,10:40,Mechul,Mechul,1.2,0,1.2,26,28 41 55,40 07 56,28.69861111,40.13222222
3692,3692,BURSA,BURSA,CALI,Bursa,Osmangazi,24,2,2017,16:15,Ihmal Dikkatsizlik,Sigara,0.2,0,0.2,19,28 57 24,40 08 10,28.95666667,40.13611111
3693,3693,BURSA,BURSA,CALI,Bursa,Nilufer,6,8,2017,17:45,Mechul,Mechul,0.05,0,0.05,32,28 51 20,40 09 37,28.85555556,40.16027778
3694,3694,BURSA,BURSA,GEMLIK,Bursa,Gemlik,29,9,2013,16:30,Ihmal Dikkatsizlik,Aniz,0,3.1,3.1,0,29 12 20,40 27 55,29.20555556,40.46527778
3695,3695,BURSA,BURSA,GEMLIK,Bursa,Gemlik,1,8,2014,17:00,Mechul,Mechul,0.05,0,0.05,28,29 12 05,40 27 11,29.20138889,40.45305556
3696,3696,BURSA,BURSA,GEMLIK,Bursa,Gemlik,25,7,2016,14:50,Mechul,Mechul,0,7,7,33,29 07 34,40 27 25,29.12611111,40.45694444
3697,3697,BURSA,BURSA,IZNIK,Bursa,Iznik,6,9,2013,15:40,Ihmal Dikkatsizlik,Sigara,2,0,2,29,29 43 27,40 27 35,29.72416667,40.45972222
3698,3698,BURSA,BURSA,IZNIK,Bursa,Iznik,13,9,2013,11:20,Ihmal Dikkatsizlik,Aniz,0.2,0,0.2,0,29 48 24,40 33 12,29.80666667,40.55333333
3699,3699,BURSA,BURSA,IZNIK,Bursa,Iznik,13,9,2013,12:30,Ihmal Dikkatsizlik,Aniz,0.02,0,0.02,30,29 41 09,40 21 22,29.68583333,40.35611111
3700,3700,BURSA,BURSA,IZNIK,Bursa,Iznik,1,2,2015,08:20,Mechul,Mechul,0.05,0,0.05,14,29 33 27,40 22 40,29.5575,40.37777778
3701,3701,BURSA,BURSA,IZNIK,Bursa,Iznik,26,8,2016,14:00,Mechul,Mechul,7,0,7,28,29 48 34,40 26 28,29.80944444,40.44111111
3702,3702,BURSA,BURSA,KESTEL,Bursa,Kestel,25,5,2013,17:27,Mechul,Mechul,1,0,1,32,29 16 05,40 14 54,29.26805556,40.24833333
3703,3703,BURSA,BURSA,KESTEL,Bursa,Kestel,3,8,2013,15:35,Mechul,Mechul,0,2,2,32,29 20 09,40 20 10,29.33583333,40.33611111
3704,3704,BURSA,BURSA,KESTEL,Bursa,Yildirim,14,9,2013,05:50,Mechul,Mechul,0.2,0,0.2,32,29 10 39,40 09 53,29.1775,40.16472222
3705,3705,BURSA,BURSA,KESTEL,Bursa,Kestel,15,9,2013,12:50,Ihmal Dikkatsizlik,Aniz,0,5,5,32,29 19 24,40 12 18,29.32333333,40.205
3706,3706,BURSA,BURSA,KESTEL,Bursa,Kestel,14,7,2014,16:30,Mechul,Mechul,0.02,0,0.02,32,29 24 26,40 13 38,29.40722222,40.22722222
3707,3707,BURSA,BURSA,KESTEL,Bursa,Kestel,11,8,2014,12:30,Ihmal Dikkatsizlik,Copluk,0.01,0,0.01,32,29 10 11,40 11 15,29.16972222,40.1875
3708,3708,BURSA,BURSA,KESTEL,Bursa,Kestel,22,7,2015,19:50,Ihmal Dikkatsizlik,Sigara,0.03,0,0.03,28,29 12 13,40 10 18,29.20361111,40.17166667
3709,3709,BURSA,BURSA,KESTEL,Bursa,Kestel,7,9,2015,15:20,Mechul,Mechul,0.1,0,0.1,29,29 08 59,40 11 05,29.14972222,40.18472222
3710,3710,BURSA,BURSA,KESTEL,Bursa,Kestel,11,8,2016,13:40,Mechul,Mechul,0.2,0,0.2,32,29 21 24,40 08 07,29.35666667,40.13527778
3711,3711,BURSA,BURSA,KESTEL,Bursa,Kestel,18,2,2017,17:00,Mechul,Mechul,0.1,0,0.1,14,29 23 59,40 13 41,29.39972222,40.22805556
3712,3712,BURSA,BURSA,KESTEL,Bursa,Kestel,21,7,2017,16:00,Mechul,Mechul,0.1,0,0.1,31,29 22 13,40 10 18,29.37027778,40.17166667
3713,3713,BURSA,BURSA,KESTEL,Bursa,Yildirim,24,8,2017,14:30,Mechul,Mechul,0.1,0,0.1,29,29 12 17,40 10 56,29.20472222,40.18222222
3714,3714,BURSA,BURSA,KESTEL,Bursa,Kestel,14,9,2017,12:50,Mechul,Mechul,0.1,0,0.1,31,29 08 59,40 10 59,29.14972222,40.18305556
3715,3715,BURSA,BURSA,KESTEL,Bursa,Kestel,24,9,2017,18:25,Mechul,Mechul,0.5,0,0.5,21,29 17 36,40 15 02,29.29333333,40.25055556
3716,3716,BURSA,BURSA,KESTEL,Bursa,Kestel,17,10,2017,20:35,Ihmal Dikkatsizlik,Piknik Atesi,0.5,0,0.5,26,29 12 40,40 10 56,29.21111111,40.18222222
3717,3717,BURSA,BURSA,KUMLA,Bursa,Gemlik,29,8,2015,16:00,Mechul,Mechul,1,0,1,31,29 02 15,40 29 19,29.0375,40.48861111
3718,3718,BURSA,BURSA,KUMLA,Bursa,Gemlik,14,5,2016,14:55,Mechul,Mechul,0.1,0,0.1,25,29 02 15,40 29 19,29.0375,40.48861111
3719,3719,BURSA,BURSA,KUMLA,Bursa,Gemlik,29,7,2016,17:15,Mechul,Mechul,0,1.5,1.5,32,29 00 08,40 30 10,29.00222222,40.50277778
3720,3720,BURSA,BURSA,MAHMUDIYE,Bursa,Iznik,11,9,2016,17:20,Mechul,Mechul,2,0,2,30,29 44 26,40 32 18,29.74055556,40.53833333
3721,3721,BURSA,BURSA,MUDANYA,Bursa,Mudanya,26,4,2013,15:00,Mechul,-,0.1,0,0.1,0,28 58 27,40 21 19,28.97416667,40.35527778
3722,3722,BURSA,BURSA,MUDANYA,Bursa,Mudanya,3,8,2013,15:05,Ihmal Dikkatsizlik,Aniz,0,8,8,32,28 46 55,40 21 48,28.78194444,40.36333333
3723,3723,BURSA,BURSA,MUDANYA,Bursa,Mudanya,1,9,2013,06:00,Ihmal Dikkatsizlik,Aniz,0.02,0,0.02,0,28 41 17,40 25 56,28.68805556,40.43222222
3724,3724,BURSA,BURSA,MUDANYA,Bursa,Mudanya,10,9,2013,14:30,Ihmal Dikkatsizlik,Aniz,0.01,0,0.01,30,28 48 36,40 19 12,28.81,40.32
3725,3725,BURSA,BURSA,MUDANYA,Bursa,Mudanya,19,1,2014,08:20,Ihmal Dikkatsizlik,Aniz,1.5,0,1.5,4,28 49 05,40 21 14,28.81805556,40.35388889
3726,3726,BURSA,BURSA,MUDANYA,Bursa,Mudanya,6,2,2014,12:00,Ihmal Dikkatsizlik,Aniz,0.01,0,0.01,0,28 55 05,40 19 59,28.91805556,40.33305556
